document_id,matter_id,document_type,received_at,received_via,is_required,is_missing
393-52-1229,250,court_filing,6/18/21,phone789,FALSE,TRUE
597-66-9529,429,power_of_attorney,1/19/20,whatsapp789,FALSE,TRUE
473-36-9995,87,invoice,5/25/29,whatsappABC,TRUE,FALSE
588-38-3797,612,contract,6/17/25,emailDEF,TRUE,FALSE
427-54-1776,120,invoice,6/4/28,phoneGHI,TRUE,FALSE
312-60-5062,371,contract,3/31/23,whatsapp123,FALSE,FALSE
287-29-2399,355,contract,8/20/25,emailDEF,TRUE,FALSE
162-11-5562,24,contract,11/18/21,emailDEF,TRUE,FALSE
427-43-6978,971,evidence,8/30/21,phone789,TRUE,TRUE
180-61-2777,946,passport_copy,11/29/26,whatsapp789,TRUE,TRUE
468-51-8968,743,evidence,9/3/28,emailDEF,FALSE,FALSE
713-51-6911,263,court_filing,5/5/24,phoneGHI,TRUE,FALSE
200-52-0148,865,passport_copy,6/10/21,phone789,TRUE,TRUE
569-22-4227,846,court_filing,9/17/27,phone789,TRUE,FALSE
863-72-0215,510,correspondence,3/19/27,phone789,FALSE,TRUE
811-57-9547,738,passport_copy,6/19/21,email123,FALSE,TRUE
116-76-6708,302,power_of_attorney,11/7/28,phoneGHI,FALSE,TRUE
738-70-9740,907,evidence,7/22/28,email123,TRUE,TRUE
107-10-4542,509,passport_copy,12/15/27,phone789,FALSE,TRUE
263-90-0559,607,correspondence,6/27/24,email456,FALSE,TRUE
339-75-5093,516,court_filing,12/16/29,phone789,TRUE,TRUE
235-60-6064,248,power_of_attorney,5/15/20,whatsappXYZ,FALSE,FALSE
543-96-0259,650,evidence,11/3/28,phoneGHI,FALSE,TRUE
267-54-5094,546,correspondence,10/27/22,whatsappABC,TRUE,TRUE
620-58-9653,985,power_of_attorney,1/10/24,whatsapp789,FALSE,FALSE
823-25-7622,729,passport_copy,11/22/23,phone789,TRUE,TRUE
360-56-4621,585,correspondence,3/24/22,phone789,TRUE,FALSE
245-18-4739,291,correspondence,9/3/20,whatsappABC,TRUE,TRUE
775-52-4460,992,correspondence,8/19/28,email456,FALSE,FALSE
455-30-0280,174,evidence,5/29/21,phone456,FALSE,TRUE
227-02-0599,474,evidence,11/14/28,emailDEF,TRUE,FALSE
277-72-9416,334,correspondence,5/8/29,whatsapp789,TRUE,FALSE
290-58-2274,674,court_filing,12/28/22,emailDEF,TRUE,TRUE
235-41-2428,256,passport_copy,12/8/23,phoneGHI,FALSE,FALSE
686-77-3617,766,correspondence,2/22/21,phoneGHI,FALSE,FALSE
880-90-6390,17,court_filing,9/5/25,whatsappXYZ,FALSE,FALSE
555-48-3768,916,correspondence,4/19/25,email123,FALSE,TRUE
305-74-3972,881,evidence,11/23/24,whatsapp123,TRUE,FALSE
116-71-1746,254,power_of_attorney,11/15/20,whatsappXYZ,TRUE,FALSE
808-72-6496,691,court_filing,2/4/27,emailDEF,FALSE,FALSE
139-26-3961,809,evidence,10/14/28,whatsappABC,FALSE,TRUE
288-69-4771,510,power_of_attorney,12/11/27,phone789,TRUE,TRUE
108-34-2185,249,evidence,4/8/29,whatsapp789,TRUE,TRUE
588-38-3797,535,power_of_attorney,2/11/23,whatsappABC,TRUE,TRUE
357-63-6582,775,contract,1/29/21,whatsapp123,FALSE,FALSE
278-26-9912,548,invoice,4/17/29,whatsappXYZ,FALSE,FALSE
565-92-2500,143,passport_copy,8/20/27,email123,FALSE,TRUE
357-69-9503,79,contract,8/14/23,whatsappXYZ,TRUE,FALSE
157-28-9201,370,invoice,4/18/24,phone789,TRUE,FALSE
831-96-5109,968,power_of_attorney,3/22/20,whatsappXYZ,FALSE,TRUE
384-52-0649,116,invoice,1/11/20,whatsapp123,TRUE,TRUE
508-74-7423,507,contract,9/6/20,emailDEF,FALSE,FALSE
608-87-6648,833,correspondence,11/5/20,whatsapp123,TRUE,FALSE
357-69-9503,49,evidence,1/22/25,phone789,FALSE,TRUE
146-20-0856,873,evidence,5/26/22,whatsappABC,FALSE,FALSE
442-86-0543,265,passport_copy,6/10/23,phoneGHI,TRUE,TRUE
146-20-0856,199,power_of_attorney,5/22/22,whatsappABC,TRUE,FALSE
602-27-8253,76,power_of_attorney,10/9/24,whatsapp123,TRUE,FALSE
330-09-6166,193,contract,7/28/20,whatsapp123,FALSE,TRUE
105-11-2373,233,contract,9/1/25,emailDEF,TRUE,TRUE
295-29-6083,999,passport_copy,9/13/24,phoneGHI,FALSE,TRUE
168-64-8307,56,court_filing,12/4/29,whatsapp123,TRUE,FALSE
513-18-3193,169,power_of_attorney,3/11/20,email123,TRUE,FALSE
565-92-2500,287,contract,8/28/25,whatsappABC,TRUE,TRUE
146-20-0856,924,invoice,2/17/22,phone456,TRUE,FALSE
334-40-3531,221,correspondence,11/23/22,whatsapp789,FALSE,TRUE
596-04-4735,122,contract,5/25/29,whatsapp123,TRUE,FALSE
777-20-9399,512,contract,4/23/26,whatsappXYZ,FALSE,FALSE
501-32-1215,96,contract,5/3/23,whatsapp123,FALSE,TRUE
153-92-3179,759,passport_copy,2/9/25,whatsapp789,FALSE,FALSE
639-25-8433,193,contract,9/5/29,whatsapp123,FALSE,TRUE
821-30-7446,176,correspondence,2/1/23,whatsappXYZ,TRUE,FALSE
791-46-2851,684,evidence,7/20/23,email456,TRUE,TRUE
686-77-3617,786,court_filing,6/19/21,email123,TRUE,FALSE
168-88-3139,489,power_of_attorney,10/6/25,whatsappABC,TRUE,FALSE
481-44-8467,429,invoice,9/27/21,whatsapp789,TRUE,FALSE
339-75-5093,715,passport_copy,3/9/20,phoneGHI,FALSE,TRUE
873-53-3294,963,court_filing,6/10/27,phoneGHI,FALSE,TRUE
704-06-5657,888,evidence,6/25/23,phone456,TRUE,FALSE
137-13-5127,448,contract,3/2/23,whatsapp789,TRUE,FALSE
780-75-9943,895,evidence,4/19/29,email123,FALSE,TRUE
763-05-0889,596,contract,2/15/25,phone456,FALSE,TRUE
586-16-0581,162,invoice,3/20/23,email456,FALSE,TRUE
780-18-4203,278,invoice,3/29/22,emailDEF,FALSE,TRUE
158-01-1417,935,passport_copy,10/2/26,phone789,TRUE,FALSE
444-20-4456,892,power_of_attorney,12/24/29,phoneGHI,TRUE,FALSE
602-47-0147,381,invoice,1/14/23,whatsappABC,FALSE,TRUE
865-36-5376,246,power_of_attorney,10/27/27,whatsappXYZ,FALSE,TRUE
867-62-8862,121,power_of_attorney,8/12/27,whatsappXYZ,TRUE,FALSE
658-26-8420,719,passport_copy,4/12/27,phoneGHI,TRUE,TRUE
178-10-1042,558,passport_copy,8/10/21,whatsappABC,FALSE,FALSE
781-82-4022,659,power_of_attorney,11/17/29,emailDEF,FALSE,FALSE
175-30-5365,191,correspondence,1/21/29,email456,TRUE,FALSE
468-51-8968,125,passport_copy,8/31/20,phoneGHI,FALSE,TRUE
425-66-6575,465,invoice,9/16/22,whatsappABC,FALSE,TRUE
845-69-2258,927,evidence,9/15/29,email456,FALSE,TRUE
545-87-6265,776,evidence,2/20/28,email123,TRUE,FALSE
182-12-6292,578,passport_copy,5/22/20,whatsapp789,TRUE,TRUE
398-08-4355,748,correspondence,7/19/22,whatsappABC,FALSE,TRUE
617-11-6752,439,invoice,2/19/26,whatsapp123,FALSE,TRUE
202-05-9687,25,evidence,3/10/24,email456,FALSE,FALSE
810-82-8272,882,contract,12/25/26,whatsapp789,FALSE,TRUE
702-85-8819,333,correspondence,5/22/28,phone789,TRUE,FALSE
113-98-6336,565,passport_copy,7/9/22,email456,FALSE,FALSE
527-16-9550,941,evidence,5/18/28,email123,TRUE,TRUE
623-39-5711,549,court_filing,3/25/22,emailDEF,TRUE,TRUE
545-87-6265,86,court_filing,4/1/27,phoneGHI,TRUE,FALSE
116-50-9596,577,contract,7/6/23,phoneGHI,TRUE,TRUE
306-99-4604,826,passport_copy,1/21/20,phone789,TRUE,TRUE
826-14-2292,998,correspondence,12/8/28,emailDEF,TRUE,TRUE
540-83-3338,106,court_filing,1/28/29,email123,FALSE,FALSE
456-54-5682,208,court_filing,5/1/20,whatsapp789,TRUE,TRUE
676-99-9502,529,invoice,8/3/28,whatsappABC,FALSE,TRUE
796-17-5430,41,passport_copy,10/23/22,email456,FALSE,FALSE
384-52-0649,781,evidence,7/27/25,phone789,TRUE,TRUE
798-14-9647,55,passport_copy,8/29/23,phoneGHI,FALSE,TRUE
568-24-3899,93,evidence,9/1/23,whatsappXYZ,TRUE,TRUE
537-53-5541,926,invoice,10/19/27,phoneGHI,FALSE,TRUE
208-62-9097,825,passport_copy,9/21/20,phone456,TRUE,TRUE
200-52-0148,263,invoice,11/17/28,phoneGHI,TRUE,FALSE
606-07-7444,202,evidence,4/26/25,whatsappXYZ,FALSE,TRUE
540-75-2070,584,correspondence,10/9/25,whatsapp789,FALSE,TRUE
220-31-5486,868,evidence,9/2/21,whatsapp123,FALSE,TRUE
584-75-8671,845,correspondence,1/2/27,whatsappXYZ,TRUE,FALSE
809-06-8125,189,evidence,4/21/21,email456,FALSE,FALSE
565-92-2500,467,power_of_attorney,6/29/23,whatsapp789,FALSE,TRUE
450-35-4504,729,correspondence,2/29/28,phone789,TRUE,TRUE
753-66-1626,893,contract,1/16/22,phone456,FALSE,TRUE
260-50-3908,227,contract,4/16/28,whatsappABC,FALSE,FALSE
781-28-3443,790,contract,9/1/29,whatsappXYZ,TRUE,TRUE
468-51-2991,586,correspondence,5/31/26,whatsappABC,TRUE,TRUE
648-14-5319,344,court_filing,12/15/26,whatsapp123,TRUE,FALSE
445-09-8187,979,evidence,3/27/23,whatsappABC,FALSE,TRUE
826-01-1141,706,invoice,8/13/29,whatsappXYZ,FALSE,FALSE
880-90-6390,86,court_filing,7/19/23,phoneGHI,FALSE,FALSE
624-90-8259,685,correspondence,5/18/24,phone456,FALSE,TRUE
796-17-5430,15,evidence,2/7/27,emailDEF,TRUE,FALSE
829-34-4443,466,power_of_attorney,10/16/26,whatsapp789,FALSE,FALSE
470-21-1943,771,court_filing,11/16/22,email123,FALSE,TRUE
775-52-4460,845,invoice,1/16/23,whatsappXYZ,FALSE,TRUE
524-70-6548,147,power_of_attorney,3/3/24,phone456,TRUE,FALSE
118-29-3351,637,correspondence,8/26/29,whatsappXYZ,TRUE,FALSE
124-46-1848,357,evidence,5/15/29,whatsappXYZ,TRUE,FALSE
632-76-0930,67,correspondence,2/12/22,whatsappABC,TRUE,FALSE
623-29-0672,275,contract,11/29/26,email456,FALSE,FALSE
424-68-7248,209,court_filing,11/28/21,whatsappABC,TRUE,TRUE
146-86-2592,817,passport_copy,10/18/28,email456,FALSE,TRUE
215-41-2442,764,passport_copy,12/28/27,whatsapp789,TRUE,FALSE
106-59-6313,30,evidence,8/5/20,email123,TRUE,TRUE
227-03-8364,969,contract,9/1/25,phone789,FALSE,FALSE
226-14-4845,588,contract,6/24/23,whatsapp123,TRUE,FALSE
201-40-5044,625,evidence,12/13/20,email123,TRUE,FALSE
455-30-0280,256,contract,3/13/20,phoneGHI,FALSE,TRUE
520-19-7861,840,correspondence,1/31/22,email456,TRUE,FALSE
648-45-7025,803,correspondence,1/25/25,emailDEF,TRUE,FALSE
452-85-0203,925,power_of_attorney,1/9/22,phone789,TRUE,TRUE
477-75-0164,813,court_filing,3/9/20,emailDEF,TRUE,FALSE
791-46-2851,404,evidence,10/21/23,whatsapp123,TRUE,TRUE
747-50-6353,340,passport_copy,10/9/20,whatsappXYZ,FALSE,FALSE
814-01-7783,402,evidence,1/30/27,whatsappXYZ,TRUE,TRUE
586-27-4133,521,contract,8/11/23,whatsapp123,FALSE,FALSE
347-14-6144,349,invoice,5/20/27,email456,FALSE,FALSE
701-16-4585,848,contract,5/11/21,whatsappXYZ,TRUE,TRUE
498-86-4081,738,court_filing,12/19/21,email123,FALSE,FALSE
224-79-5198,292,court_filing,1/6/29,emailDEF,TRUE,FALSE
699-27-9933,794,invoice,12/16/29,email123,FALSE,FALSE
670-69-7199,735,contract,12/13/23,whatsapp123,TRUE,TRUE
786-74-5048,203,evidence,5/9/24,whatsappXYZ,FALSE,FALSE
583-16-9668,105,passport_copy,7/13/22,whatsappXYZ,FALSE,FALSE
401-07-7596,664,correspondence,4/22/26,emailDEF,TRUE,TRUE
305-74-3972,558,evidence,12/25/21,whatsappABC,TRUE,FALSE
794-94-3206,613,passport_copy,8/1/25,whatsapp123,TRUE,FALSE
542-54-7546,319,power_of_attorney,6/5/27,emailDEF,TRUE,TRUE
202-05-9687,776,evidence,7/25/26,email123,FALSE,FALSE
334-26-1028,536,evidence,6/24/28,phone789,TRUE,TRUE
564-68-2432,105,correspondence,9/21/23,whatsappXYZ,FALSE,FALSE
227-22-7917,860,evidence,8/16/29,phone789,TRUE,FALSE
224-79-5198,164,correspondence,9/10/20,phoneGHI,FALSE,FALSE
230-05-9855,841,power_of_attorney,4/12/20,email456,TRUE,TRUE
545-97-1908,191,power_of_attorney,4/23/28,email456,TRUE,TRUE
487-12-4349,326,invoice,1/1/23,phone456,FALSE,FALSE
265-04-7814,581,power_of_attorney,7/22/24,whatsapp789,TRUE,FALSE
608-85-8748,153,evidence,3/24/20,phoneGHI,TRUE,FALSE
340-34-8662,398,passport_copy,9/21/25,email123,TRUE,TRUE
407-84-0757,606,evidence,5/24/21,email123,TRUE,TRUE
297-77-1522,263,contract,7/18/27,phoneGHI,TRUE,FALSE
640-24-0743,304,power_of_attorney,9/25/27,email456,FALSE,TRUE
456-58-4252,554,evidence,2/1/25,email123,TRUE,TRUE
693-61-1439,530,evidence,12/2/26,email123,FALSE,TRUE
564-85-9094,853,correspondence,4/13/24,phone789,FALSE,FALSE
525-75-4217,945,power_of_attorney,8/7/21,email456,TRUE,TRUE
537-85-3583,884,invoice,7/1/29,whatsappXYZ,TRUE,FALSE
102-62-3247,48,power_of_attorney,7/16/27,whatsappXYZ,FALSE,FALSE
699-96-1393,986,court_filing,10/28/24,whatsapp123,FALSE,FALSE
690-50-2451,510,power_of_attorney,10/19/29,phone789,TRUE,TRUE
424-68-7248,832,contract,3/18/23,phone456,TRUE,TRUE
747-38-8523,224,correspondence,1/4/28,emailDEF,TRUE,FALSE
305-74-3972,513,evidence,5/22/27,phone456,FALSE,FALSE
499-80-1093,799,court_filing,5/18/21,phoneGHI,FALSE,FALSE
441-52-8841,932,evidence,4/19/20,email123,TRUE,FALSE
297-77-1522,182,power_of_attorney,7/10/23,whatsappXYZ,FALSE,TRUE
781-01-1656,36,invoice,11/18/20,phone456,FALSE,FALSE
183-29-4440,737,power_of_attorney,1/1/28,email456,FALSE,FALSE
663-69-4069,24,power_of_attorney,6/21/23,emailDEF,FALSE,TRUE
628-93-2051,744,passport_copy,10/19/28,email123,FALSE,FALSE
282-76-0431,610,correspondence,5/12/29,phone789,TRUE,TRUE
357-63-6582,199,evidence,9/12/28,whatsappABC,FALSE,FALSE
844-20-6464,614,passport_copy,4/4/28,whatsappABC,FALSE,FALSE
230-05-9855,849,passport_copy,2/2/25,email456,FALSE,TRUE
265-36-3652,94,court_filing,9/30/22,emailDEF,FALSE,TRUE
728-26-7685,96,invoice,10/26/29,whatsapp123,FALSE,FALSE
119-99-1828,521,passport_copy,1/29/26,whatsapp123,TRUE,TRUE
399-30-5135,975,contract,2/27/28,email123,FALSE,TRUE
331-01-2320,948,contract,1/30/27,emailDEF,TRUE,TRUE
600-77-4492,847,contract,2/3/28,email123,FALSE,FALSE
674-98-6544,318,invoice,1/22/24,phoneGHI,TRUE,FALSE
811-88-6014,724,contract,1/19/25,whatsappABC,TRUE,TRUE
531-82-0974,79,correspondence,10/20/25,whatsappXYZ,TRUE,FALSE
622-42-2088,926,passport_copy,10/2/29,phoneGHI,FALSE,TRUE
814-32-7884,919,power_of_attorney,2/13/21,whatsappXYZ,TRUE,FALSE
582-89-3957,748,correspondence,11/26/26,whatsappABC,FALSE,TRUE
623-39-5711,422,court_filing,1/3/24,phone789,TRUE,FALSE
659-65-4864,830,invoice,9/29/21,email456,FALSE,FALSE
539-39-0084,595,evidence,4/23/26,whatsappXYZ,FALSE,TRUE
410-86-0703,721,correspondence,11/26/23,whatsapp789,FALSE,FALSE
152-93-9172,558,contract,5/28/22,whatsappABC,TRUE,TRUE
107-10-4542,210,contract,2/2/29,whatsapp123,TRUE,TRUE
380-93-5110,80,contract,7/1/29,whatsappABC,TRUE,FALSE
292-78-0168,229,evidence,11/26/28,email123,FALSE,TRUE
417-72-4477,156,contract,1/14/25,email456,FALSE,TRUE
264-96-9525,829,correspondence,9/24/23,whatsapp789,TRUE,FALSE
337-96-1117,938,invoice,7/2/26,phone456,FALSE,FALSE
525-16-7771,625,correspondence,7/24/25,email123,FALSE,FALSE
378-98-4465,685,court_filing,6/4/28,phone456,TRUE,FALSE
418-39-2879,983,passport_copy,2/25/28,whatsapp789,FALSE,FALSE
154-81-7431,963,correspondence,6/21/28,phoneGHI,TRUE,FALSE
582-89-3957,139,power_of_attorney,3/21/28,emailDEF,TRUE,TRUE
814-01-7783,586,invoice,11/20/23,whatsappABC,TRUE,TRUE
343-01-1938,466,passport_copy,7/20/21,whatsapp789,TRUE,FALSE
798-14-9647,880,power_of_attorney,10/13/23,whatsappABC,FALSE,TRUE
649-23-6150,298,court_filing,6/23/23,whatsapp789,TRUE,TRUE
646-77-9132,845,passport_copy,9/4/24,whatsappXYZ,FALSE,TRUE
468-51-8968,209,contract,6/22/25,whatsappABC,TRUE,TRUE
691-47-3408,101,evidence,7/13/25,whatsapp123,FALSE,TRUE
358-76-3757,649,invoice,1/4/28,phoneGHI,TRUE,FALSE
794-94-3206,461,correspondence,4/30/29,whatsappABC,TRUE,TRUE
245-89-8921,938,power_of_attorney,12/11/25,phone456,TRUE,FALSE
803-72-6892,670,contract,1/6/25,whatsappABC,FALSE,TRUE
437-50-0970,899,court_filing,4/24/27,email456,FALSE,TRUE
207-91-4570,61,correspondence,7/1/28,phone456,TRUE,FALSE
456-54-5682,479,power_of_attorney,7/3/24,email456,TRUE,TRUE
671-40-5871,787,passport_copy,9/7/21,email123,FALSE,TRUE
124-46-1848,120,evidence,6/18/22,phoneGHI,FALSE,TRUE
167-04-5706,601,invoice,8/4/27,phone789,TRUE,FALSE
730-21-4146,938,correspondence,6/21/24,phone456,FALSE,FALSE
670-69-7199,911,contract,9/4/23,phoneGHI,TRUE,TRUE
533-12-3774,799,power_of_attorney,5/10/23,phoneGHI,FALSE,TRUE
271-49-0694,524,contract,12/9/24,whatsapp123,TRUE,FALSE
388-22-9726,101,correspondence,3/21/24,whatsapp123,FALSE,FALSE
