document_id,matter_id,document_type,received_at,received_via,is_required,is_missing
245-18-4739,291,correspondence,2020-09-03,whatsapp,true,false
775-52-4460,992,correspondence,,,false,false
455-30-0280,174,evidence,2021-05-29,phone,false,false
227-02-0599,474,evidence,,,true,true
277-72-9416,334,correspondence,,,true,true
290-58-2274,674,court_filing,2022-12-28,email,true,false
235-41-2428,256,passport_copy,2023-12-08,phone,false,false
686-77-3617,766,correspondence,2021-02-22,phone,false,false
880-90-6390,17,court_filing,2025-09-05,whatsapp,false,false
555-48-3768,916,correspondence,2025-04-19,email,false,false
305-74-3972,881,evidence,2024-11-23,whatsapp,true,false
116-71-1746,254,power_of_attorney,2020-11-15,whatsapp,true,false
808-72-6496,691,court_filing,,,false,false
139-26-3961,809,evidence,,,false,false
288-69-4771,510,power_of_attorney,,,true,true
108-34-2185,249,evidence,,,true,true
588-38-3797,535,power_of_attorney,2023-02-11,whatsapp,true,false
357-63-6582,775,contract,2021-01-29,whatsapp,false,false
278-26-9912,548,invoice,,,false,false
565-92-2500,143,passport_copy,,,false,false
357-69-9503,79,contract,2023-08-14,whatsapp,true,false
157-28-9201,370,invoice,2024-04-18,phone,true,false
831-96-5109,968,power_of_attorney,2020-03-22,whatsapp,false,false
384-52-0649,116,invoice,2020-01-11,whatsapp,true,false
508-74-7423,507,contract,2020-09-06,email,false,false
608-87-6648,833,correspondence,2020-11-05,whatsapp,true,false
357-69-9503,49,evidence,2025-01-22,phone,false,false
146-20-0856,873,evidence,2022-05-26,whatsapp,false,false
442-86-0543,265,passport_copy,2023-06-10,phone,true,false
146-20-0856,199,power_of_attorney,2022-05-22,whatsapp,true,false
602-27-8253,76,power_of_attorney,2024-10-09,whatsapp,true,false
330-09-6166,193,contract,2020-07-28,whatsapp,false,false
105-11-2373,233,contract,2025-09-01,email,true,false
295-29-6083,999,passport_copy,2024-09-13,phone,false,false
168-64-8307,56,court_filing,,,true,true
513-18-3193,169,power_of_attorney,2020-03-11,email,true,false
565-92-2500,287,contract,2025-08-28,whatsapp,true,false
146-20-0856,924,invoice,2022-02-17,phone,true,false
334-40-3531,221,correspondence,2022-11-23,whatsapp,false,false
596-04-4735,122,contract,,,true,true
777-20-9399,512,contract,2026-04-23,whatsapp,false,false
501-32-1215,96,contract,2023-05-03,whatsapp,false,false
153-92-3179,759,passport_copy,2025-02-09,whatsapp,false,false
639-25-8433,193,contract,,,false,false
821-30-7446,176,correspondence,2023-02-01,whatsapp,true,false
791-46-2851,684,evidence,2023-07-20,email,true,false
686-77-3617,786,court_filing,2021-06-19,email,true,false
168-88-3139,489,power_of_attorney,2025-10-06,whatsapp,true,false
481-44-8467,429,invoice,2021-09-27,whatsapp,true,false
339-75-5093,715,passport_copy,2020-03-09,phone,false,false
873-53-3294,963,court_filing,,,false,false
704-06-5657,888,evidence,2023-06-25,phone,true,false
137-13-5127,448,contract,2023-03-02,whatsapp,true,false
780-75-9943,895,evidence,,,false,false
763-05-0889,596,contract,2025-02-15,phone,false,false
586-16-0581,162,invoice,2023-03-20,email,false,false
780-18-4203,278,invoice,2022-03-29,email,false,false
158-01-1417,935,passport_copy,,,true,true
444-20-4456,892,power_of_attorney,,,true,true
602-47-0147,381,invoice,2023-01-14,whatsapp,false,false
865-36-5376,246,power_of_attorney,,,false,false
867-62-8862,121,power_of_attorney,,,true,true
658-26-8420,719,passport_copy,,,true,true
178-10-1042,558,passport_copy,2021-08-10,whatsapp,false,false
781-82-4022,659,power_of_attorney,,,false,false
175-30-5365,191,correspondence,,,true,true
468-51-8968,125,passport_copy,2020-08-31,phone,false,false
425-66-6575,465,invoice,2022-09-16,whatsapp,false,false
845-69-2258,927,evidence,,,false,false
545-87-6265,776,evidence,,,true,true
182-12-6292,578,passport_copy,2020-05-22,whatsapp,true,false
398-08-4355,748,correspondence,2022-07-19,whatsapp,false,false
617-11-6752,439,invoice,2026-02-19,whatsapp,false,false
202-05-9687,25,evidence,2024-03-10,email,false,false
810-82-8272,882,contract,,,false,false
702-85-8819,333,correspondence,,,true,true
113-98-6336,565,passport_copy,2022-07-09,email,false,false
527-16-9550,941,evidence,,,true,true
623-39-5711,549,court_filing,2022-03-25,email,true,false
545-87-6265,86,court_filing,,,true,true
116-50-9596,577,contract,2023-07-06,phone,true,false
306-99-4604,826,passport_copy,2020-01-21,phone,true,false
826-14-2292,998,correspondence,,,true,true
540-83-3338,106,court_filing,,,false,false
456-54-5682,208,court_filing,2020-05-01,whatsapp,true,false
676-99-9502,529,invoice,,,false,false
796-17-5430,41,passport_copy,2022-10-23,email,false,false
384-52-0649,781,evidence,2025-07-27,phone,true,false
798-14-9647,55,passport_copy,2023-08-29,phone,false,false
568-24-3899,93,evidence,2023-09-01,whatsapp,true,false
537-53-5541,926,invoice,,,false,false
208-62-9097,825,passport_copy,2020-09-21,phone,true,false
200-52-0148,263,invoice,,,true,true
606-07-7444,202,evidence,2025-04-26,whatsapp,false,false
540-75-2070,584,correspondence,2025-10-09,whatsapp,false,false
220-31-5486,868,evidence,2021-09-02,whatsapp,false,false
584-75-8671,845,correspondence,,,true,true
809-06-8125,189,evidence,2021-04-21,email,false,false
565-92-2500,467,power_of_attorney,2023-06-29,whatsapp,false,false
450-35-4504,729,correspondence,,,true,true
753-66-1626,893,contract,2022-01-16,phone,false,false
260-50-3908,227,contract,,,false,false
781-28-3443,790,contract,,,true,true
468-51-2991,586,correspondence,2026-05-31,whatsapp,true,false
648-14-5319,344,court_filing,,,true,true
445-09-8187,979,evidence,2023-03-27,whatsapp,false,false
826-01-1141,706,invoice,,,false,false
880-90-6390,86,court_filing,2023-07-19,phone,false,false
624-90-8259,685,correspondence,2024-05-18,phone,false,false
796-17-5430,15,evidence,,,true,true
829-34-4443,466,power_of_attorney,,,false,false
470-21-1943,771,court_filing,2022-11-16,email,false,false
775-52-4460,845,invoice,2023-01-16,whatsapp,false,false
524-70-6548,147,power_of_attorney,2024-03-03,phone,true,false
118-29-3351,637,correspondence,,,true,true
124-46-1848,357,evidence,,,true,true
632-76-0930,67,correspondence,2022-02-12,whatsapp,true,false
623-29-0672,275,contract,,,false,false
424-68-7248,209,court_filing,2021-11-28,whatsapp,true,false
146-86-2592,817,passport_copy,,,false,false
215-41-2442,764,passport_copy,,,true,true
106-59-6313,30,evidence,2020-08-05,email,true,false
227-03-8364,969,contract,2025-09-01,phone,false,false
226-14-4845,588,contract,2023-06-24,whatsapp,true,false
201-40-5044,625,evidence,2020-12-13,email,true,false
455-30-0280,256,contract,2020-03-13,phone,false,false
520-19-7861,840,correspondence,2022-01-31,email,true,false
648-45-7025,803,correspondence,2025-01-25,email,true,false
452-85-0203,925,power_of_attorney,2022-01-09,phone,true,false
477-75-0164,813,court_filing,2020-03-09,email,true,false
791-46-2851,404,evidence,2023-10-21,whatsapp,true,false
747-50-6353,340,passport_copy,2020-10-09,whatsapp,false,false
814-01-7783,402,evidence,,,true,true
586-27-4133,521,contract,2023-08-11,whatsapp,false,false
347-14-6144,349,invoice,,,false,false
701-16-4585,848,contract,2021-05-11,whatsapp,true,false
498-86-4081,738,court_filing,2021-12-19,email,false,false
224-79-5198,292,court_filing,,,true,true
699-27-9933,794,invoice,,,false,false
670-69-7199,735,contract,2023-12-13,whatsapp,true,false
786-74-5048,203,evidence,2024-05-09,whatsapp,false,false
583-16-9668,105,passport_copy,2022-07-13,whatsapp,false,false
401-07-7596,664,correspondence,2026-04-22,email,true,false
305-74-3972,558,evidence,2021-12-25,whatsapp,true,false
794-94-3206,613,passport_copy,2025-08-01,whatsapp,true,false
542-54-7546,319,power_of_attorney,,,true,true
202-05-9687,776,evidence,2026-07-25,email,false,false
334-26-1028,536,evidence,,,true,true
564-68-2432,105,correspondence,2023-09-21,whatsapp,false,false
227-22-7917,860,evidence,,,true,true
224-79-5198,164,correspondence,2020-09-10,phone,false,false
230-05-9855,841,power_of_attorney,2020-04-12,email,true,false
545-97-1908,191,power_of_attorney,,,true,true
487-12-4349,326,invoice,2023-01-01,phone,false,false
265-04-7814,581,power_of_attorney,2024-07-22,whatsapp,true,false
608-85-8748,153,evidence,2020-03-24,phone,true,false
340-34-8662,398,passport_copy,2025-09-21,email,true,false
407-84-0757,606,evidence,2021-05-24,email,true,false
297-77-1522,263,contract,,,true,true
640-24-0743,304,power_of_attorney,,,false,false
456-58-4252,554,evidence,2025-02-01,email,true,false
693-61-1439,530,evidence,,,false,false
564-85-9094,853,correspondence,2024-04-13,phone,false,false
525-75-4217,945,power_of_attorney,2021-08-07,email,true,false
537-85-3583,884,invoice,,,true,true
102-62-3247,48,power_of_attorney,,,false,false
699-96-1393,986,court_filing,2024-10-28,whatsapp,false,false
690-50-2451,510,power_of_attorney,,,true,true
424-68-7248,832,contract,2023-03-18,phone,true,false
747-38-8523,224,correspondence,,,true,true
305-74-3972,513,evidence,,,false,false
499-80-1093,799,court_filing,2021-05-18,phone,false,false
441-52-8841,932,evidence,2020-04-19,email,true,false
297-77-1522,182,power_of_attorney,2023-07-10,whatsapp,false,false
781-01-1656,36,invoice,2020-11-18,phone,false,false
183-29-4440,737,power_of_attorney,,,false,false
663-69-4069,24,power_of_attorney,2023-06-21,email,false,false
628-93-2051,744,passport_copy,,,false,false
282-76-0431,610,correspondence,,,true,true
357-63-6582,199,evidence,,,false,false
844-20-6464,614,passport_copy,,,false,false
230-05-9855,849,passport_copy,2025-02-02,email,false,false
265-36-3652,94,court_filing,2022-09-30,email,false,false
728-26-7685,96,invoice,,,false,false
119-99-1828,521,passport_copy,2026-01-29,whatsapp,true,false
399-30-5135,975,contract,,,false,false
331-01-2320,948,contract,,,true,true
600-77-4492,847,contract,,,false,false
674-98-6544,318,invoice,2024-01-22,phone,true,false
811-88-6014,724,contract,2025-01-19,whatsapp,true,false
531-82-0974,79,correspondence,2025-10-20,whatsapp,true,false
622-42-2088,926,passport_copy,,,false,false
814-32-7884,919,power_of_attorney,2021-02-13,whatsapp,true,false
582-89-3957,748,correspondence,,,false,false
623-39-5711,422,court_filing,2024-01-03,phone,true,false
659-65-4864,830,invoice,2021-09-29,email,false,false
539-39-0084,595,evidence,2026-04-23,whatsapp,false,false
410-86-0703,721,correspondence,2023-11-26,whatsapp,false,false
152-93-9172,558,contract,2022-05-28,whatsapp,true,false
107-10-4542,210,contract,,,true,true
380-93-5110,80,contract,,,true,true
292-78-0168,229,evidence,,,false,false
417-72-4477,156,contract,2025-01-14,email,false,false
264-96-9525,829,correspondence,2023-09-24,whatsapp,true,false
337-96-1117,938,invoice,2026-07-02,phone,false,false
525-16-7771,625,correspondence,2025-07-24,email,false,false
378-98-4465,685,court_filing,,,true,true
418-39-2879,983,passport_copy,,,false,false
154-81-7431,963,correspondence,,,true,true
582-89-3957,139,power_of_attorney,,,true,true
814-01-7783,586,invoice,2023-11-20,whatsapp,true,false
343-01-1938,466,passport_copy,2021-07-20,whatsapp,true,false
798-14-9647,880,power_of_attorney,2023-10-13,whatsapp,false,false
649-23-6150,298,court_filing,2023-06-23,whatsapp,true,false
646-77-9132,845,passport_copy,2024-09-04,whatsapp,false,false
468-51-8968,209,contract,2025-06-22,whatsapp,true,false
691-47-3408,101,evidence,2025-07-13,whatsapp,false,false
358-76-3757,649,invoice,,,true,true
794-94-3206,461,correspondence,,,true,true
245-89-8921,938,power_of_attorney,2025-12-11,phone,true,false
803-72-6892,670,contract,2025-01-06,whatsapp,false,false
437-50-0970,899,court_filing,,,false,false
207-91-4570,61,correspondence,,,true,true
456-54-5682,479,power_of_attorney,2024-07-03,email,true,false
671-40-5871,787,passport_copy,2021-09-07,email,false,false
124-46-1848,120,evidence,2022-06-18,phone,false,false
167-04-5706,601,invoice,,,true,true
730-21-4146,938,correspondence,2024-06-21,phone,false,false
670-69-7199,911,contract,2023-09-04,phone,true,false
533-12-3774,799,power_of_attorney,2023-05-10,phone,false,false
271-49-0694,524,contract,2024-12-09,whatsapp,true,false
388-22-9726,101,correspondence,2024-03-21,whatsapp,false,false
415-77-6532,32,passport_copy,2020-11-21,phone,false,false
589-05-3493,689,contract,2022-06-20,phone,true,false
699-96-1393,883,correspondence,2020-08-29,email,true,false
130-51-3727,226,evidence,,,true,true
421-10-8259,85,passport_copy,2022-08-07,phone,false,false
525-75-4217,466,invoice,,,true,true
787-07-4045,924,evidence,2023-12-27,phone,false,false
182-22-8786,965,passport_copy,2023-03-14,email,true,false
823-24-6745,764,power_of_attorney,2026-07-02,whatsapp,false,false
716-66-7945,806,court_filing,2023-06-10,whatsapp,false,false
863-62-4940,269,contract,,,true,true
665-31-5972,553,power_of_attorney,,,false,false
461-53-7985,354,evidence,2025-04-06,email,true,false
546-50-6043,216,power_of_attorney,,,true,true
171-37-3076,14,contract,2020-09-04,email,false,false
545-01-2670,41,power_of_attorney,,,true,true
727-15-6099,711,invoice,2025-12-07,phone,true,false
726-10-6019,586,correspondence,2025-09-17,whatsapp,true,false
481-44-8467,658,court_filing,2022-09-26,phone,true,false
754-23-2281,323,court_filing,,,true,true
358-76-3757,196,court_filing,,,false,false
502-21-2549,544,contract,,,true,true
166-27-9511,120,correspondence,,,false,false
850-67-9873,9,contract,2025-12-02,phone,false,false
605-34-0901,830,contract,2020-10-28,email,false,false
643-45-2836,607,invoice,2023-07-04,email,true,false
543-96-0259,371,contract,2020-01-11,whatsapp,false,false
508-74-7423,31,correspondence,2022-12-21,phone,false,false
500-03-9966,681,power_of_attorney,2021-07-01,phone,false,false
253-99-5567,117,evidence,2022-08-14,email,true,false
291-25-0394,596,invoice,2023-01-12,phone,true,false
616-24-8237,661,evidence,2022-01-13,email,true,false
686-77-3617,51,correspondence,,,false,false
178-96-2567,773,passport_copy,2023-01-16,whatsapp,true,false
130-51-3727,409,contract,,,true,true
534-71-0381,769,passport_copy,2020-10-29,whatsapp,true,false
185-73-2447,624,evidence,2020-11-26,whatsapp,false,false
459-11-4951,466,correspondence,2023-12-09,whatsapp,true,false
856-74-3100,34,contract,2024-12-03,email,false,false
285-35-6355,855,correspondence,2023-08-07,whatsapp,true,false
810-32-6204,971,passport_copy,2023-06-29,phone,true,false
474-25-8478,416,correspondence,2024-09-09,whatsapp,false,false
796-17-5430,613,invoice,2026-07-20,whatsapp,false,false
472-37-6564,578,evidence,2020-10-20,whatsapp,false,false
186-26-7964,396,correspondence,2022-11-02,phone,true,false
372-21-4141,334,invoice,,,true,true
571-79-2579,384,correspondence,2023-09-23,phone,true,false
219-47-5641,662,invoice,,,true,true
248-49-1032,262,invoice,,,true,true
829-78-3552,20,power_of_attorney,,,false,false
672-64-5069,218,contract,,,false,false
143-24-3701,170,evidence,,,true,true
200-52-0148,614,court_filing,2024-05-09,whatsapp,false,false
121-20-7455,419,contract,,,false,false
357-14-0234,947,power_of_attorney,,,false,false
183-56-4095,590,contract,2022-01-18,phone,true,false
231-35-3211,495,passport_copy,2024-08-13,whatsapp,true,false
744-34-1428,534,passport_copy,,,true,true
264-20-3339,919,invoice,2023-04-12,whatsapp,false,false
272-58-3140,428,power_of_attorney,2025-04-29,phone,true,false
315-61-5674,305,invoice,2025-05-04,email,true,false
146-43-0177,364,power_of_attorney,2023-08-24,email,true,false
183-57-5385,496,power_of_attorney,,,false,false
530-51-7695,59,power_of_attorney,,,false,false
620-92-5309,940,power_of_attorney,,,true,true
635-13-2026,334,correspondence,,,false,false
863-80-5736,58,passport_copy,,,true,true
452-85-0203,355,contract,2021-03-13,email,false,false
144-05-6859,558,passport_copy,2024-11-22,whatsapp,false,false
408-88-2961,408,evidence,,,false,false
693-61-1439,347,evidence,2023-06-28,phone,true,false
292-66-0130,74,power_of_attorney,2021-07-24,phone,false,false
221-06-8410,233,evidence,2026-06-11,email,true,false
564-85-9094,114,court_filing,,,false,false
495-18-8351,669,contract,2024-07-01,whatsapp,false,false
782-24-3595,59,court_filing,2023-06-26,email,false,false
846-43-4980,680,correspondence,2022-12-17,phone,true,false
402-47-4844,752,contract,2020-09-30,phone,false,false
317-96-8662,534,correspondence,2022-04-03,whatsapp,true,false
785-70-3915,882,invoice,2023-02-16,whatsapp,false,false
417-27-2079,544,evidence,2025-10-06,whatsapp,false,false
291-50-6753,159,court_filing,2023-05-09,whatsapp,false,false
652-59-7797,517,correspondence,2020-06-12,whatsapp,true,false
602-47-0147,951,correspondence,2025-09-21,whatsapp,true,false
201-40-5044,525,passport_copy,,,true,true
874-67-7377,180,invoice,2022-05-03,whatsapp,false,false
860-39-0305,744,evidence,2021-12-18,email,true,false
831-96-5109,83,power_of_attorney,2026-01-22,phone,false,false
644-13-8450,884,evidence,2022-12-12,whatsapp,false,false
143-02-0634,171,power_of_attorney,,,true,true
106-59-6313,539,court_filing,,,false,false
740-19-1873,202,invoice,2024-07-23,whatsapp,true,false
818-08-1276,847,court_filing,2021-11-12,email,false,false
271-49-0694,285,court_filing,,,false,false
257-46-7266,298,court_filing,2024-10-26,whatsapp,true,false
368-91-5627,713,evidence,2025-04-07,phone,false,false
832-28-5151,858,correspondence,,,false,false
646-97-6876,402,correspondence,2024-06-14,whatsapp,false,false
487-61-7788,776,invoice,,,true,true
183-57-5385,694,invoice,,,true,true
725-92-7374,797,power_of_attorney,2021-03-10,whatsapp,false,false
122-68-4541,595,contract,,,false,false
401-07-7596,304,passport_copy,,,false,false
823-06-0742,486,invoice,2023-03-27,phone,false,false
849-81-4883,9,evidence,,,true,true
299-83-2206,980,power_of_attorney,,,false,false
648-14-5319,987,evidence,2024-09-13,whatsapp,true,false
291-50-6753,869,passport_copy,,,false,false
368-37-7906,224,correspondence,2023-09-19,email,false,false
464-03-6000,876,court_filing,2023-08-23,email,false,false
158-01-1417,349,invoice,,,true,true
267-13-9273,255,evidence,2020-11-12,whatsapp,true,false
118-29-3351,64,court_filing,,,false,false
520-19-7861,603,correspondence,,,true,true
163-36-5384,160,court_filing,,,true,true
166-92-8181,841,contract,,,true,true
425-66-6575,293,power_of_attorney,2024-02-14,whatsapp,true,false
737-62-5476,515,passport_copy,2024-08-21,whatsapp,false,false
598-10-8180,320,invoice,,,false,false
597-66-9529,147,contract,,,false,false
451-91-2675,278,invoice,2026-07-27,email,true,false
724-01-8146,549,contract,2025-06-07,email,false,false
575-67-9480,671,power_of_attorney,2023-06-18,whatsapp,true,false
608-87-6648,74,passport_copy,2023-03-21,phone,false,false
140-05-5918,484,court_filing,,,true,true
148-90-8748,476,power_of_attorney,,,true,true
644-13-8450,52,evidence,2020-05-17,email,false,false
378-64-4730,771,passport_copy,,,true,true
410-86-0703,968,passport_copy,2024-11-05,whatsapp,false,false
661-98-3879,157,evidence,2022-09-05,email,false,false
570-67-9560,84,passport_copy,2025-05-14,phone,true,false
533-48-9413,394,invoice,,,true,true
564-68-2432,210,correspondence,2024-04-22,whatsapp,false,false
712-76-0644,429,correspondence,2023-11-13,whatsapp,false,false
582-89-3957,446,power_of_attorney,,,true,true
417-27-2079,226,passport_copy,,,true,true
166-27-9511,896,court_filing,2023-07-13,email,true,false
782-19-4869,993,contract,2024-12-06,whatsapp,true,false
787-24-2503,747,evidence,,,true,true
231-31-5351,519,passport_copy,2024-06-19,whatsapp,false,false
709-23-5743,364,power_of_attorney,2022-11-21,email,false,false
760-43-7361,347,passport_copy,,,false,false
641-42-9913,887,court_filing,2022-05-07,phone,false,false
497-26-1006,575,invoice,2025-01-30,phone,false,false
819-30-9179,671,correspondence,2025-01-15,whatsapp,true,false
457-58-1265,149,correspondence,2023-09-14,whatsapp,false,false
670-69-7199,111,correspondence,,,true,true
569-22-4227,205,power_of_attorney,,,true,true
238-71-6781,926,passport_copy,2024-08-29,phone,true,false
524-92-5467,260,correspondence,,,false,false
